Name, SOME PERSON
Address,"SOME ADDRESS, CHICAGO IL 60600-0000"
Account Number,1234589712
Service,Service 1

TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,2023-01-03,00:30,00:59,0.12,kWh,$0.02,
Electric usage,2023-01-03,01:00,01:29,0.20,kWh,$0.03,
Electric usage,2023-01-03,01:30,01:59,0.12,kWh,$0.02,
Electric usage,2023-01-03,02:00,02:29,0.13,kWh,$0.02,
Electric usage,2023-01-03,02:30,02:59,0.08,kWh,$0.01,
Electric usage,2023-01-03,03:00,03:29,0.10,kWh,$0.01,
Electric usage,2023-01-03,03:30,03:59,0.11,kWh,$0.02,
Electric usage,2023-01-03,04:00,04:29,0.07,kWh,$0.01,
Electric usage,2023-01-03,04:30,04:59,0.13,kWh,$0.02,
Electric usage,2023-01-03,05:00,05:29,0.06,kWh,$0.01,
Electric usage,2023-01-03,05:30,05:59,0.15,kWh,$0.02,
Electric usage,2023-01-03,06:00,06:29,0.07,kWh,$0.01,
Electric usage,2023-01-03,06:30,06:59,0.14,kWh,$0.02,
Electric usage,2023-01-03,07:00,07:29,0.07,kWh,$0.01,
Electric usage,2023-01-03,07:30,07:59,0.14,kWh,$0.02,
Electric usage,2023-01-03,08:00,08:29,0.07,kWh,$0.01,
Electric usage,2023-01-03,08:30,08:59,0.23,kWh,$0.03,
Electric usage,2023-01-03,09:00,09:29,0.07,kWh,$0.01,
Electric usage,2023-01-03,09:30,09:59,0.12,kWh,$0.02,
Electric usage,2023-01-03,10:00,10:29,0.10,kWh,$0.01,
Electric usage,2023-01-03,10:30,10:59,0.09,kWh,$0.01,
Electric usage,2023-01-03,11:00,11:29,0.17,kWh,$0.02,
Electric usage,2023-01-03,11:30,11:59,0.28,kWh,$0.04,
Electric usage,2023-01-03,12:00,12:29,0.26,kWh,$0.04,
Electric usage,2023-01-03,12:30,12:59,0.15,kWh,$0.02,
Electric usage,2023-01-03,13:00,13:29,0.24,kWh,$0.03,
Electric usage,2023-01-03,13:30,13:59,0.13,kWh,$0.02,
Electric usage,2023-01-03,14:00,14:29,0.25,kWh,$0.03,
Electric usage,2023-01-03,14:30,14:59,0.14,kWh,$0.02,
Electric usage,2023-01-03,15:00,15:29,0.23,kWh,$0.03,
Electric usage,2023-01-03,15:30,15:59,0.18,kWh,$0.03,
Electric usage,2023-01-03,16:00,16:29,0.13,kWh,$0.02,
Electric usage,2023-01-03,16:30,16:59,0.12,kWh,$0.02,
Electric usage,2023-01-03,17:00,17:29,0.21,kWh,$0.03,
Electric usage,2023-01-03,17:30,17:59,0.17,kWh,$0.02,
Electric usage,2023-01-03,18:00,18:29,0.12,kWh,$0.02,
Electric usage,2023-01-03,18:30,18:59,0.20,kWh,$0.03,
Electric usage,2023-01-03,19:00,19:29,0.15,kWh,$0.02,
Electric usage,2023-01-03,19:30,19:59,0.30,kWh,$0.04,
Electric usage,2023-01-03,20:00,20:29,0.07,kWh,$0.01,
Electric usage,2023-01-03,20:30,20:59,0.16,kWh,$0.02,
Electric usage,2023-01-03,21:00,21:29,0.04,kWh,$0.01,
Electric usage,2023-01-03,21:30,21:59,0.19,kWh,$0.03,
Electric usage,2023-01-03,22:00,22:29,0.10,kWh,$0.01,
Electric usage,2023-01-03,22:30,22:59,0.18,kWh,$0.03,
Electric usage,2023-01-03,23:00,23:29,0.14,kWh,$0.02,
Electric usage,2023-01-03,23:30,23:59,0.14,kWh,$0.02,
Electric usage,2023-01-04,00:00,00:29,0.17,kWh,$0.02,
Electric usage,2023-01-04,00:30,00:59,0.12,kWh,$0.02,
Electric usage,2023-01-04,01:00,01:29,0.17,kWh,$0.02,
Electric usage,2023-01-04,01:30,01:59,0.05,kWh,$0.01,
Electric usage,2023-01-04,02:00,02:29,0.15,kWh,$0.02,
Electric usage,2023-01-04,02:30,02:59,0.04,kWh,$0.01,
Electric usage,2023-01-04,03:00,03:29,0.16,kWh,$0.02,
Electric usage,2023-01-04,03:30,03:59,0.04,kWh,$0.01,
Electric usage,2023-01-04,04:00,04:29,0.15,kWh,$0.02,
Electric usage,2023-01-04,04:30,04:59,0.04,kWh,$0.01,
Electric usage,2023-01-04,05:00,05:29,0.12,kWh,$0.02,
Electric usage,2023-01-04,05:30,05:59,0.08,kWh,$0.01,
Electric usage,2023-01-04,06:00,06:29,0.08,kWh,$0.01,
Electric usage,2023-01-04,06:30,06:59,0.11,kWh,$0.02,
Electric usage,2023-01-04,07:00,07:29,0.06,kWh,$0.01,
Electric usage,2023-01-04,07:30,07:59,0.14,kWh,$0.02,
Electric usage,2023-01-04,08:00,08:29,0.06,kWh,$0.01,
Electric usage,2023-01-04,08:30,08:59,0.20,kWh,$0.03,
Electric usage,2023-01-04,09:00,09:29,0.05,kWh,$0.01,
Electric usage,2023-01-04,09:30,09:59,0.17,kWh,$0.02,
Electric usage,2023-01-04,10:00,10:29,0.05,kWh,$0.01,
Electric usage,2023-01-04,10:30,10:59,0.21,kWh,$0.03,
Electric usage,2023-01-04,11:00,11:29,0.09,kWh,$0.01,
Electric usage,2023-01-04,11:30,11:59,0.27,kWh,$0.04,
Electric usage,2023-01-04,12:00,12:29,0.24,kWh,$0.03,
Electric usage,2023-01-04,12:30,12:59,0.26,kWh,$0.04,
Electric usage,2023-01-04,13:00,13:29,0.18,kWh,$0.03,
Electric usage,2023-01-04,13:30,13:59,0.28,kWh,$0.04,
Electric usage,2023-01-04,14:00,14:29,0.26,kWh,$0.04,
Electric usage,2023-01-04,14:30,14:59,0.17,kWh,$0.02,
Electric usage,2023-01-04,15:00,15:29,0.21,kWh,$0.03,
Electric usage,2023-01-04,15:30,15:59,0.14,kWh,$0.02,
Electric usage,2023-01-04,16:00,16:29,0.21,kWh,$0.03,
Electric usage,2023-01-04,16:30,16:59,0.14,kWh,$0.02,
Electric usage,2023-01-04,17:00,17:29,0.42,kWh,$0.06,
Electric usage,2023-01-04,17:30,17:59,0.33,kWh,$0.05,
Electric usage,2023-01-04,18:00,18:29,0.20,kWh,$0.03,
Electric usage,2023-01-04,18:30,18:59,0.26,kWh,$0.04,
Electric usage,2023-01-04,19:00,19:29,0.26,kWh,$0.04,
Electric usage,2023-01-04,19:30,19:59,0.17,kWh,$0.02,
Electric usage,2023-01-04,20:00,20:29,0.07,kWh,$0.01,
Electric usage,2023-01-04,20:30,20:59,0.18,kWh,$0.03,
Electric usage,2023-01-04,21:00,21:29,0.10,kWh,$0.01,
Electric usage,2023-01-04,21:30,21:59,0.21,kWh,$0.03,
Electric usage,2023-01-04,22:00,22:29,0.09,kWh,$0.01,
Electric usage,2023-01-04,22:30,22:59,0.25,kWh,$0.03,
Electric usage,2023-01-04,23:00,23:29,0.42,kWh,$0.06,
Electric usage,2023-01-04,23:30,23:59,0.22,kWh,$0.03,
Electric usage,2023-01-05,00:00,00:29,0.42,kWh,$0.06,
Electric usage,2023-01-05,00:30,00:59,0.17,kWh,$0.02,
Electric usage,2023-01-05,01:00,01:29,0.11,kWh,$0.02,
Electric usage,2023-01-05,01:30,01:59,0.07,kWh,$0.01,
Electric usage,2023-01-05,02:00,02:29,0.14,kWh,$0.02,
Electric usage,2023-01-05,02:30,02:59,0.06,kWh,$0.01,
Electric usage,2023-01-05,03:00,03:29,0.15,kWh,$0.02,
Electric usage,2023-01-05,03:30,03:59,0.06,kWh,$0.01,
Electric usage,2023-01-05,04:00,04:29,0.14,kWh,$0.02,
Electric usage,2023-01-05,04:30,04:59,0.06,kWh,$0.01,
Electric usage,2023-01-05,05:00,05:29,0.14,kWh,$0.02,
Electric usage,2023-01-05,05:30,05:59,0.06,kWh,$0.01,
Electric usage,2023-01-05,06:00,06:29,0.15,kWh,$0.02,
Electric usage,2023-01-05,06:30,06:59,0.05,kWh,$0.01,
Electric usage,2023-01-05,07:00,07:29,0.12,kWh,$0.02,
Electric usage,2023-01-05,07:30,07:59,0.08,kWh,$0.01,
Electric usage,2023-01-05,08:00,08:29,0.09,kWh,$0.01,
Electric usage,2023-01-05,08:30,08:59,0.16,kWh,$0.02,
Electric usage,2023-01-05,09:00,09:29,0.07,kWh,$0.01,
Electric usage,2023-01-05,09:30,09:59,0.22,kWh,$0.03,
Electric usage,2023-01-05,10:00,10:29,0.07,kWh,$0.01,
Electric usage,2023-01-05,10:30,10:59,0.18,kWh,$0.03,
Electric usage,2023-01-05,11:00,11:29,0.09,kWh,$0.01,
Electric usage,2023-01-05,11:30,11:59,0.28,kWh,$0.04,
Electric usage,2023-01-05,12:00,12:29,0.09,kWh,$0.01,
Electric usage,2023-01-05,12:30,12:59,0.24,kWh,$0.03,
Electric usage,2023-01-05,13:00,13:29,0.09,kWh,$0.01,
Electric usage,2023-01-05,13:30,13:59,0.26,kWh,$0.04,
Electric usage,2023-01-05,14:00,14:29,0.15,kWh,$0.02,
Electric usage,2023-01-05,14:30,14:59,0.12,kWh,$0.02,
Electric usage,2023-01-05,15:00,15:29,0.17,kWh,$0.02,
Electric usage,2023-01-05,15:30,15:59,0.09,kWh,$0.01,
Electric usage,2023-01-05,16:00,16:29,0.21,kWh,$0.03,
Electric usage,2023-01-05,16:30,16:59,0.08,kWh,$0.01,
Electric usage,2023-01-05,17:00,17:29,0.23,kWh,$0.03,
Electric usage,2023-01-05,17:30,17:59,0.08,kWh,$0.01,
Electric usage,2023-01-05,18:00,18:29,0.21,kWh,$0.03,
Electric usage,2023-01-05,18:30,18:59,0.08,kWh,$0.01,
Electric usage,2023-01-05,19:00,19:29,0.19,kWh,$0.03,
Electric usage,2023-01-05,19:30,19:59,0.10,kWh,$0.01,
Electric usage,2023-01-05,20:00,20:29,0.30,kWh,$0.04,
Electric usage,2023-01-05,20:30,20:59,0.14,kWh,$0.02,
Electric usage,2023-01-05,21:00,21:29,0.10,kWh,$0.01,
Electric usage,2023-01-05,21:30,21:59,0.23,kWh,$0.03,
Electric usage,2023-01-05,22:00,22:29,0.06,kWh,$0.01,
Electric usage,2023-01-05,22:30,22:59,0.26,kWh,$0.04,
Electric usage,2023-01-05,23:00,23:29,0.07,kWh,$0.01,
Electric usage,2023-01-05,23:30,23:59,0.18,kWh,$0.03,
Electric usage,2023-01-06,00:00,00:29,0.07,kWh,$0.01,
Electric usage,2023-01-06,00:30,00:59,0.18,kWh,$0.03,
Electric usage,2023-01-06,01:00,01:29,0.06,kWh,$0.01,
Electric usage,2023-01-06,01:30,01:59,0.14,kWh,$0.02,
Electric usage,2023-01-06,02:00,02:29,0.12,kWh,$0.02,
Electric usage,2023-01-06,02:30,02:59,0.18,kWh,$0.03,
Electric usage,2023-01-06,03:00,03:29,0.05,kWh,$0.01,
Electric usage,2023-01-06,03:30,03:59,0.13,kWh,$0.02,
Electric usage,2023-01-06,04:00,04:29,0.05,kWh,$0.01,
Electric usage,2023-01-06,04:30,04:59,0.11,kWh,$0.02,
Electric usage,2023-01-06,05:00,05:29,0.18,kWh,$0.03,
Electric usage,2023-01-06,05:30,05:59,0.18,kWh,$0.03,
Electric usage,2023-01-06,06:00,06:29,0.12,kWh,$0.02,
Electric usage,2023-01-06,06:30,06:59,0.06,kWh,$0.01,
Electric usage,2023-01-06,07:00,07:29,0.13,kWh,$0.02,
Electric usage,2023-01-06,07:30,07:59,0.10,kWh,$0.01,
Electric usage,2023-01-06,08:00,08:29,0.15,kWh,$0.02,
Electric usage,2023-01-06,08:30,08:59,0.03,kWh,$0.00,
Electric usage,2023-01-06,09:00,09:29,0.20,kWh,$0.03,
Electric usage,2023-01-06,09:30,09:59,0.07,kWh,$0.01,
Electric usage,2023-01-06,10:00,10:29,0.14,kWh,$0.02,
Electric usage,2023-01-06,10:30,10:59,0.05,kWh,$0.01,
Electric usage,2023-01-06,11:00,11:29,0.14,kWh,$0.02,
Electric usage,2023-01-06,11:30,11:59,0.14,kWh,$0.02,
Electric usage,2023-01-06,12:00,12:29,0.23,kWh,$0.03,
Electric usage,2023-01-06,12:30,12:59,0.15,kWh,$0.02,
Electric usage,2023-01-06,13:00,13:29,0.10,kWh,$0.01,
Electric usage,2023-01-06,13:30,13:59,0.18,kWh,$0.03,
Electric usage,2023-01-06,14:00,14:29,0.09,kWh,$0.01,
Electric usage,2023-01-06,14:30,14:59,0.20,kWh,$0.03,
Electric usage,2023-01-06,15:00,15:29,0.16,kWh,$0.02,
Electric usage,2023-01-06,15:30,15:59,0.14,kWh,$0.02,
Electric usage,2023-01-06,16:00,16:29,0.09,kWh,$0.01,
Electric usage,2023-01-06,16:30,16:59,0.19,kWh,$0.03,
Electric usage,2023-01-06,17:00,17:29,0.10,kWh,$0.01,
Electric usage,2023-01-06,17:30,17:59,0.17,kWh,$0.02,
Electric usage,2023-01-06,18:00,18:29,0.10,kWh,$0.01,
Electric usage,2023-01-06,18:30,18:59,0.14,kWh,$0.02,
Electric usage,2023-01-06,19:00,19:29,0.14,kWh,$0.02,
Electric usage,2023-01-06,19:30,19:59,0.13,kWh,$0.02,
Electric usage,2023-01-06,20:00,20:29,0.23,kWh,$0.03,
Electric usage,2023-01-06,20:30,20:59,0.24,kWh,$0.03,
Electric usage,2023-01-06,21:00,21:29,0.26,kWh,$0.04,
Electric usage,2023-01-06,21:30,21:59,0.25,kWh,$0.03,
Electric usage,2023-01-06,22:00,22:29,0.26,kWh,$0.04,
Electric usage,2023-01-06,22:30,22:59,0.03,kWh,$0.00,
Electric usage,2023-01-06,23:00,23:29,0.15,kWh,$0.02,
Electric usage,2023-01-06,23:30,23:59,0.03,kWh,$0.00,
Electric usage,2023-01-07,00:00,00:29,0.12,kWh,$0.02,
Electric usage,2023-01-07,00:30,00:59,0.11,kWh,$0.02,
Electric usage,2023-01-07,01:00,01:29,0.13,kWh,$0.02,
Electric usage,2023-01-07,01:30,01:59,0.10,kWh,$0.01,
Electric usage,2023-01-07,02:00,02:29,0.04,kWh,$0.01,
Electric usage,2023-01-07,02:30,02:59,0.19,kWh,$0.03,
Electric usage,2023-01-07,03:00,03:29,0.03,kWh,$0.00,
Electric usage,2023-01-07,03:30,03:59,0.15,kWh,$0.02,
Electric usage,2023-01-07,04:00,04:29,0.10,kWh,$0.01,
Electric usage,2023-01-07,04:30,04:59,0.14,kWh,$0.02,
Electric usage,2023-01-07,05:00,05:29,0.04,kWh,$0.01,
Electric usage,2023-01-07,05:30,05:59,0.14,kWh,$0.02,
Electric usage,2023-01-07,06:00,06:29,0.05,kWh,$0.01,
Electric usage,2023-01-07,06:30,06:59,0.12,kWh,$0.02,
Electric usage,2023-01-07,07:00,07:29,0.07,kWh,$0.01,
Electric usage,2023-01-07,07:30,07:59,0.13,kWh,$0.02,
Electric usage,2023-01-07,08:00,08:29,0.09,kWh,$0.01,
Electric usage,2023-01-07,08:30,08:59,0.29,kWh,$0.04,
Electric usage,2023-01-07,09:00,09:29,0.38,kWh,$0.05,
Electric usage,2023-01-07,09:30,09:59,0.18,kWh,$0.03,
Electric usage,2023-01-07,10:00,10:29,0.43,kWh,$0.06,
Electric usage,2023-01-07,10:30,10:59,0.16,kWh,$0.02,
Electric usage,2023-01-07,11:00,11:29,0.13,kWh,$0.02,
Electric usage,2023-01-07,11:30,11:59,0.16,kWh,$0.02,
Electric usage,2023-01-07,12:00,12:29,0.16,kWh,$0.02,
Electric usage,2023-01-07,12:30,12:59,0.07,kWh,$0.01,
Electric usage,2023-01-07,13:00,13:29,0.22,kWh,$0.03,
Electric usage,2023-01-07,13:30,13:59,0.11,kWh,$0.02,
Electric usage,2023-01-07,14:00,14:29,0.15,kWh,$0.02,
Electric usage,2023-01-07,14:30,14:59,0.17,kWh,$0.02,
Electric usage,2023-01-07,15:00,15:29,0.14,kWh,$0.02,
Electric usage,2023-01-07,15:30,15:59,0.23,kWh,$0.03,
Electric usage,2023-01-07,16:00,16:29,0.19,kWh,$0.03,
Electric usage,2023-01-07,16:30,16:59,0.25,kWh,$0.03,
Electric usage,2023-01-07,17:00,17:29,0.17,kWh,$0.02,
Electric usage,2023-01-07,17:30,17:59,0.34,kWh,$0.05,
Electric usage,2023-01-07,18:00,18:29,0.17,kWh,$0.02,
Electric usage,2023-01-07,18:30,18:59,0.30,kWh,$0.04,
Electric usage,2023-01-07,19:00,19:29,0.15,kWh,$0.02,
Electric usage,2023-01-07,19:30,19:59,0.23,kWh,$0.03,
Electric usage,2023-01-07,20:00,20:29,0.12,kWh,$0.02,
Electric usage,2023-01-07,20:30,20:59,0.13,kWh,$0.02,
Electric usage,2023-01-07,21:00,21:29,0.12,kWh,$0.02,
Electric usage,2023-01-07,21:30,21:59,0.15,kWh,$0.02,
Electric usage,2023-01-07,22:00,22:29,0.16,kWh,$0.02,
Electric usage,2023-01-07,22:30,22:59,0.05,kWh,$0.01,
Electric usage,2023-01-07,23:00,23:29,0.28,kWh,$0.04,
Electric usage,2023-01-07,23:30,23:59,0.10,kWh,$0.01,
Electric usage,2023-01-08,00:00,00:29,0.21,kWh,$0.03,
Electric usage,2023-01-08,00:30,00:59,0.14,kWh,$0.02,
Electric usage,2023-01-08,01:00,01:29,0.19,kWh,$0.03,
Electric usage,2023-01-08,01:30,01:59,0.06,kWh,$0.01,
Electric usage,2023-01-08,02:00,02:29,0.21,kWh,$0.03,
Electric usage,2023-01-08,02:30,02:59,0.07,kWh,$0.01,
Electric usage,2023-01-08,03:00,03:29,0.13,kWh,$0.02,
Electric usage,2023-01-08,03:30,03:59,0.18,kWh,$0.03,
Electric usage,2023-01-08,04:00,04:29,0.08,kWh,$0.01,
Electric usage,2023-01-08,04:30,04:59,0.16,kWh,$0.02,
Electric usage,2023-01-08,05:00,05:29,0.12,kWh,$0.02,
Electric usage,2023-01-08,05:30,05:59,0.18,kWh,$0.03,
Electric usage,2023-01-08,06:00,06:29,0.05,kWh,$0.01,
Electric usage,2023-01-08,06:30,06:59,0.21,kWh,$0.03,
Electric usage,2023-01-08,07:00,07:29,0.07,kWh,$0.01,
Electric usage,2023-01-08,07:30,07:59,0.17,kWh,$0.02,
Electric usage,2023-01-08,08:00,08:29,0.14,kWh,$0.02,
Electric usage,2023-01-08,08:30,08:59,0.15,kWh,$0.02,
Electric usage,2023-01-08,09:00,09:29,0.10,kWh,$0.01,
Electric usage,2023-01-08,09:30,09:59,0.17,kWh,$0.02,
Electric usage,2023-01-08,10:00,10:29,0.12,kWh,$0.02,
Electric usage,2023-01-08,10:30,10:59,0.08,kWh,$0.01,
Electric usage,2023-01-08,11:00,11:29,0.20,kWh,$0.03,
Electric usage,2023-01-08,11:30,11:59,0.21,kWh,$0.03,
Electric usage,2023-01-08,12:00,12:29,0.29,kWh,$0.04,
Electric usage,2023-01-08,12:30,12:59,0.13,kWh,$0.02,
Electric usage,2023-01-08,13:00,13:29,0.22,kWh,$0.03,
Electric usage,2023-01-08,13:30,13:59,0.11,kWh,$0.02,
Electric usage,2023-01-08,14:00,14:29,0.20,kWh,$0.03,
Electric usage,2023-01-08,14:30,14:59,0.14,kWh,$0.02,
Electric usage,2023-01-08,15:00,15:29,0.20,kWh,$0.03,
Electric usage,2023-01-08,15:30,15:59,0.17,kWh,$0.02,
Electric usage,2023-01-08,16:00,16:29,0.27,kWh,$0.04,
Electric usage,2023-01-08,16:30,16:59,0.26,kWh,$0.04,
Electric usage,2023-01-08,17:00,17:29,0.17,kWh,$0.02,
Electric usage,2023-01-08,17:30,17:59,0.20,kWh,$0.03,
Electric usage,2023-01-08,18:00,18:29,0.14,kWh,$0.02,
Electric usage,2023-01-08,18:30,18:59,0.23,kWh,$0.03,
Electric usage,2023-01-08,19:00,19:29,0.39,kWh,$0.05,
Electric usage,2023-01-08,19:30,19:59,0.29,kWh,$0.04,
Electric usage,2023-01-08,20:00,20:29,0.16,kWh,$0.02,
Electric usage,2023-01-08,20:30,20:59,0.24,kWh,$0.03,
Electric usage,2023-01-08,21:00,21:29,0.12,kWh,$0.02,
Electric usage,2023-01-08,21:30,21:59,0.22,kWh,$0.03,
Electric usage,2023-01-08,22:00,22:29,0.15,kWh,$0.02,
Electric usage,2023-01-08,22:30,22:59,0.15,kWh,$0.02,
Electric usage,2023-01-08,23:00,23:29,0.12,kWh,$0.02,
Electric usage,2023-01-08,23:30,23:59,0.17,kWh,$0.02,
Electric usage,2023-01-09,00:00,00:29,0.12,kWh,$0.02,
Electric usage,2023-01-09,00:30,00:59,0.08,kWh,$0.01,
Electric usage,2023-01-09,01:00,01:29,0.15,kWh,$0.02,
Electric usage,2023-01-09,01:30,01:59,0.06,kWh,$0.01,
Electric usage,2023-01-09,02:00,02:29,0.17,kWh,$0.02,
Electric usage,2023-01-09,02:30,02:59,0.06,kWh,$0.01,
Electric usage,2023-01-09,03:00,03:29,0.17,kWh,$0.02,
Electric usage,2023-01-09,03:30,03:59,0.04,kWh,$0.00,
Electric usage,2023-01-09,04:00,04:29,0.19,kWh,$0.03,
Electric usage,2023-01-09,04:30,04:59,0.04,kWh,$0.01,
Electric usage,2023-01-09,05:00,05:29,0.17,kWh,$0.02,
Electric usage,2023-01-09,05:30,05:59,0.06,kWh,$0.01,
Electric usage,2023-01-09,06:00,06:29,0.13,kWh,$0.02,
Electric usage,2023-01-09,06:30,06:59,0.12,kWh,$0.02,
Electric usage,2023-01-09,07:00,07:29,0.08,kWh,$0.01,
Electric usage,2023-01-09,07:30,07:59,0.15,kWh,$0.02,
Electric usage,2023-01-09,08:00,08:29,0.06,kWh,$0.01,
Electric usage,2023-01-09,08:30,08:59,0.18,kWh,$0.03,
Electric usage,2023-01-09,09:00,09:29,0.14,kWh,$0.02,
Electric usage,2023-01-09,09:30,09:59,0.17,kWh,$0.02,
Electric usage,2023-01-09,10:00,10:29,0.24,kWh,$0.03,
Electric usage,2023-01-09,10:30,10:59,0.21,kWh,$0.03,
Electric usage,2023-01-09,11:00,11:29,0.15,kWh,$0.02,
Electric usage,2023-01-09,11:30,11:59,0.29,kWh,$0.04,
Electric usage,2023-01-09,12:00,12:29,0.22,kWh,$0.03,
Electric usage,2023-01-09,12:30,12:59,0.20,kWh,$0.03,
Electric usage,2023-01-09,13:00,13:29,0.23,kWh,$0.03,
Electric usage,2023-01-09,13:30,13:59,0.11,kWh,$0.02,
Electric usage,2023-01-09,14:00,14:29,0.23,kWh,$0.03,
Electric usage,2023-01-09,14:30,14:59,0.08,kWh,$0.01,
Electric usage,2023-01-09,15:00,15:29,0.25,kWh,$0.03,
Electric usage,2023-01-09,15:30,15:59,0.08,kWh,$0.01,
Electric usage,2023-01-09,16:00,16:29,0.27,kWh,$0.04,
Electric usage,2023-01-09,16:30,16:59,0.09,kWh,$0.01,
Electric usage,2023-01-09,17:00,17:29,0.21,kWh,$0.03,
Electric usage,2023-01-09,17:30,17:59,0.14,kWh,$0.02,
Electric usage,2023-01-09,18:00,18:29,0.21,kWh,$0.03,
Electric usage,2023-01-09,18:30,18:59,0.09,kWh,$0.01,
Electric usage,2023-01-09,19:00,19:29,0.18,kWh,$0.03,
Electric usage,2023-01-09,19:30,19:59,0.24,kWh,$0.03,
Electric usage,2023-01-09,20:00,20:29,0.13,kWh,$0.02,
Electric usage,2023-01-09,20:30,20:59,0.20,kWh,$0.03,
Electric usage,2023-01-09,21:00,21:29,0.09,kWh,$0.01,
Electric usage,2023-01-09,21:30,21:59,0.24,kWh,$0.03,
Electric usage,2023-01-09,22:00,22:29,0.09,kWh,$0.01,
Electric usage,2023-01-09,22:30,22:59,0.23,kWh,$0.03,
Electric usage,2023-01-09,23:00,23:29,0.07,kWh,$0.01,
Electric usage,2023-01-09,23:30,23:59,0.21,kWh,$0.03,
Electric usage,2023-01-10,00:00,00:29,0.06,kWh,$0.01,
Electric usage,2023-01-10,00:30,00:59,0.15,kWh,$0.02,
Electric usage,2023-01-10,01:00,01:29,0.07,kWh,$0.01,
Electric usage,2023-01-10,01:30,01:59,0.12,kWh,$0.02,
Electric usage,2023-01-10,02:00,02:29,0.08,kWh,$0.01,
Electric usage,2023-01-10,02:30,02:59,0.09,kWh,$0.01,
Electric usage,2023-01-10,03:00,03:29,0.14,kWh,$0.02,
Electric usage,2023-01-10,03:30,03:59,0.04,kWh,$0.00,
Electric usage,2023-01-10,04:00,04:29,0.17,kWh,$0.02,
Electric usage,2023-01-10,04:30,04:59,0.03,kWh,$0.00,
Electric usage,2023-01-10,05:00,05:29,0.19,kWh,$0.03,
Electric usage,2023-01-10,05:30,05:59,0.03,kWh,$0.00,
Electric usage,2023-01-10,06:00,06:29,0.17,kWh,$0.02,
Electric usage,2023-01-10,06:30,06:59,0.03,kWh,$0.00,
Electric usage,2023-01-10,07:00,07:29,0.15,kWh,$0.02,
Electric usage,2023-01-10,07:30,07:59,0.06,kWh,$0.01,
Electric usage,2023-01-10,08:00,08:29,0.12,kWh,$0.02,
Electric usage,2023-01-10,08:30,08:59,0.08,kWh,$0.01,
Electric usage,2023-01-10,09:00,09:29,0.10,kWh,$0.01,
Electric usage,2023-01-10,09:30,09:59,0.14,kWh,$0.02,
Electric usage,2023-01-10,10:00,10:29,0.07,kWh,$0.01,
Electric usage,2023-01-10,10:30,10:59,0.16,kWh,$0.02,
Electric usage,2023-01-10,11:00,11:29,0.06,kWh,$0.01,
Electric usage,2023-01-10,11:30,11:59,0.29,kWh,$0.04,
Electric usage,2023-01-10,12:00,12:29,0.10,kWh,$0.01,
Electric usage,2023-01-10,12:30,12:59,0.26,kWh,$0.04,
Electric usage,2023-01-10,13:00,13:29,0.09,kWh,$0.01,
Electric usage,2023-01-10,13:30,13:59,0.21,kWh,$0.03,
Electric usage,2023-01-10,14:00,14:29,0.16,kWh,$0.02,
Electric usage,2023-01-10,14:30,14:59,0.18,kWh,$0.03,
Electric usage,2023-01-10,15:00,15:29,0.15,kWh,$0.02,
Electric usage,2023-01-10,15:30,15:59,0.41,kWh,$0.06,
Electric usage,2023-01-10,16:00,16:29,0.20,kWh,$0.03,
Electric usage,2023-01-10,16:30,16:59,0.11,kWh,$0.02,
Electric usage,2023-01-10,17:00,17:29,0.26,kWh,$0.04,
Electric usage,2023-01-10,17:30,17:59,0.12,kWh,$0.02,
Electric usage,2023-01-10,18:00,18:29,0.24,kWh,$0.03,
Electric usage,2023-01-10,18:30,18:59,0.09,kWh,$0.01,
Electric usage,2023-01-10,19:00,19:29,0.23,kWh,$0.03,
Electric usage,2023-01-10,19:30,19:59,0.09,kWh,$0.01,
Electric usage,2023-01-10,20:00,20:29,0.14,kWh,$0.02,
Electric usage,2023-01-10,20:30,20:59,0.07,kWh,$0.01,
Electric usage,2023-01-10,21:00,21:29,0.09,kWh,$0.01,
Electric usage,2023-01-10,21:30,21:59,0.20,kWh,$0.03,
Electric usage,2023-01-10,22:00,22:29,0.10,kWh,$0.01,
Electric usage,2023-01-10,22:30,22:59,0.20,kWh,$0.03,
Electric usage,2023-01-10,23:00,23:29,0.06,kWh,$0.01,
Electric usage,2023-01-10,23:30,23:59,0.21,kWh,$0.03,
Electric usage,2023-01-11,00:00,00:29,0.05,kWh,$0.01,
Electric usage,2023-01-11,00:30,00:59,0.20,kWh,$0.03,
Electric usage,2023-01-11,01:00,01:29,0.07,kWh,$0.01,
Electric usage,2023-01-11,01:30,01:59,0.23,kWh,$0.03,
Electric usage,2023-01-11,02:00,02:29,0.07,kWh,$0.01,
Electric usage,2023-01-11,02:30,02:59,0.17,kWh,$0.02,
Electric usage,2023-01-11,03:00,03:29,0.07,kWh,$0.01,
Electric usage,2023-01-11,03:30,03:59,0.15,kWh,$0.02,
Electric usage,2023-01-11,04:00,04:29,0.11,kWh,$0.02,
Electric usage,2023-01-11,04:30,04:59,0.20,kWh,$0.03,
Electric usage,2023-01-11,05:00,05:29,0.48,kWh,$0.07,
Electric usage,2023-01-11,05:30,05:59,0.27,kWh,$0.04,
Electric usage,2023-01-11,06:00,06:29,0.44,kWh,$0.06,
Electric usage,2023-01-11,06:30,06:59,0.20,kWh,$0.03,
